projectId,userId,leader,rate
15,182,1,2.100000
15,94,0,4.800000
15,198,0,3.300000
15,30,0,4.600000
15,198,0,1.400000
15,199,0,0.800000
16,5,0,1.700000
16,200,0,0.000000
16,159,0,4.500000
16,151,0,2.900000
16,150,0,0.400000
16,33,1,1.900000
16,128,0,4.200000
16,58,0,1.100000
16,119,0,1.900000
16,127,0,1.400000
17,14,0,4.400000
17,28,0,2.300000
17,193,0,4.300000
17,161,0,3.200000
17,158,0,2.900000
17,6,0,1.200000
17,125,1,4.500000
17,122,0,3.600000
17,136,0,3.500000
17,8,0,4.100000
18,63,0,0.700000
18,194,0,2.100000
18,162,0,1.400000
18,121,0,3.400000
18,100,0,4.200000
18,168,0,2.500000
18,10,0,4.700000
18,38,1,1.600000
18,34,0,3.100000
18,66,0,2.700000
19,54,0,2.300000
19,177,0,0.900000
19,174,0,4.600000
19,108,0,2.200000
19,12,0,0.800000
19,43,0,0.100000
19,136,0,4.600000
19,26,0,4.700000
19,156,1,3.700000
19,67,0,0.500000
20,199,0,4.800000
20,26,0,3.900000
20,72,0,4.000000
20,26,0,2.700000
20,76,0,1.600000
20,3,0,3.900000
20,41,0,3.300000
20,26,0,2.100000
20,36,0,0.500000
20,176,1,0.200000
21,155,1,4.900000
21,23,0,3.000000
21,84,0,0.600000
21,149,0,1.200000
21,142,0,3.900000
21,28,0,1.500000
21,25,0,0.200000
21,129,0,1.500000
21,8,0,3.900000
21,127,0,3.700000
22,174,0,2.600000
22,67,1,4.300000
22,106,0,2.600000
22,160,0,3.100000
22,51,0,1.200000
22,188,0,3.500000
22,170,0,1.400000
22,69,0,2.100000
22,148,0,3.500000
22,22,0,0.000000
23,151,0,2.400000
23,39,0,1.600000
23,169,1,3.900000
23,4,0,5.000000
23,121,0,2.600000
23,163,0,3.000000
23,68,0,0.700000
23,157,0,1.500000
23,88,0,4.800000
23,74,0,3.900000
24,21,0,4.700000
24,78,0,1.900000
24,59,0,3.000000
24,160,1,1.200000
24,139,0,3.500000
24,28,0,1.800000
24,39,0,1.200000
24,38,0,4.300000
24,153,0,1.800000
24,150,0,2.700000
25,184,0,0.200000
25,76,0,4.800000
25,54,0,1.200000
25,129,0,1.800000
25,64,1,2.700000
25,65,0,3.300000
25,155,0,2.900000
25,155,0,1.200000
25,88,0,2.000000
25,86,0,4.700000
26,48,0,2.800000
26,128,0,1.200000
26,177,0,3.100000
26,177,0,4.500000
26,50,0,4.900000
26,118,1,0.000000
26,141,0,3.200000
26,110,0,0.000000
26,165,0,0.500000
26,44,0,2.700000
27,110,0,2.600000
27,108,0,2.500000
27,32,0,1.000000
27,45,0,4.200000
27,83,0,3.400000
27,87,0,2.300000
27,196,1,2.200000
27,155,0,3.800000
27,78,0,1.900000
27,18,0,3.700000
28,135,0,2.700000
28,36,0,3.200000
28,62,0,1.200000
28,148,0,1.500000
28,166,0,0.800000
28,192,0,4.400000
28,73,0,2.600000
28,138,1,2.200000
28,36,0,4.400000
28,84,0,5.000000
29,29,0,2.400000
29,155,0,3.000000
29,97,0,1.000000
29,89,0,2.300000
29,161,0,3.600000
29,112,0,0.400000
29,110,0,1.700000
29,110,0,1.400000
29,105,1,1.800000
29,18,0,4.100000
30,175,0,0.800000
30,21,0,1.700000
30,159,0,2.000000
30,181,0,4.600000
30,83,0,3.500000
30,187,0,4.800000
30,104,0,2.000000
30,162,0,4.800000
30,98,0,4.100000
30,19,1,2.000000
31,171,1,0.000000
31,30,0,1.100000
31,108,0,2.000000
31,110,0,1.800000
31,41,0,4.700000
31,162,0,3.600000
31,49,0,0.700000
31,59,0,3.200000
31,118,0,5.000000
31,13,0,4.400000
32,151,0,0.400000
32,111,1,1.100000
32,2,0,2.500000
32,137,0,2.800000
32,123,0,3.200000
32,124,0,1.600000
32,73,0,0.500000
32,20,0,3.400000
32,167,0,5.000000
32,132,0,0.400000
33,118,0,2.400000
33,40,0,0.000000
33,96,1,3.800000
33,56,0,1.300000
33,32,0,0.600000
33,149,0,2.100000
33,143,0,1.000000
33,62,0,2.700000
33,180,0,1.100000
33,34,0,1.000000
34,67,0,0.200000
34,166,0,0.400000
34,81,0,1.100000
34,57,1,1.100000
34,165,0,1.500000
34,45,0,1.000000
34,154,0,3.300000
34,69,0,4.200000
34,71,0,1.000000
34,69,0,1.000000
35,145,0,3.200000
35,128,0,2.600000
35,55,0,1.200000
35,158,0,3.200000
35,100,1,0.800000
35,5,0,4.600000
35,89,0,4.500000
35,139,0,0.700000
35,79,0,3.300000
35,167,0,0.300000
36,80,0,0.800000
36,53,0,2.900000
36,165,0,1.100000
36,62,0,5.000000
36,17,0,3.300000
36,9,1,0.300000
36,150,0,0.400000
36,7,0,5.000000
36,46,0,2.200000
36,70,0,3.900000
37,163,0,0.500000
37,147,0,4.700000
37,150,0,0.900000
37,13,0,0.300000
37,86,0,4.400000
37,166,0,2.600000
37,2,1,0.600000
37,33,0,1.100000
37,120,0,0.300000
37,177,0,3.700000
38,43,0,4.200000
38,81,0,4.900000
38,24,0,1.000000
38,160,0,2.800000
38,92,0,0.900000
38,54,0,1.700000
38,101,0,4.500000
38,71,1,2.400000
38,172,0,0.000000
38,127,0,2.600000
39,14,0,2.700000
39,166,0,2.000000
39,136,0,3.000000
39,169,0,4.700000
39,40,0,4.200000
39,12,0,1.800000
39,34,0,1.600000
39,186,0,0.700000
39,7,1,2.900000
39,164,0,2.900000
40,168,0,1.600000
40,113,0,1.100000
40,66,0,4.000000
40,188,0,3.600000
40,165,0,1.600000
40,76,0,0.000000
40,36,0,1.000000
40,94,0,4.300000
40,54,0,2.500000
40,163,1,2.900000
41,143,1,3.600000
41,154,0,0.600000
41,156,0,4.200000
41,25,0,3.200000
41,103,0,2.600000
41,96,0,0.000000
41,34,0,0.300000
41,40,0,3.300000
41,161,0,0.400000
41,72,0,2.800000
42,94,0,2.800000
42,41,1,2.400000
42,64,0,2.500000
42,166,0,1.500000
42,176,0,1.700000
42,116,0,4.900000
42,55,0,4.000000
42,117,0,1.200000
42,147,0,2.400000
42,79,0,3.600000
43,98,0,3.800000
43,135,0,1.400000
43,76,1,2.700000
43,147,0,0.700000
43,142,0,3.000000
43,47,0,3.500000
43,30,0,1.000000
43,162,0,0.300000
43,33,0,4.200000
43,80,0,0.100000
44,62,0,2.200000
44,104,0,4.800000
44,69,0,4.400000
44,40,1,3.400000
44,131,0,2.100000
44,105,0,4.800000
44,150,0,0.300000
44,37,0,4.000000
44,21,0,0.700000
44,69,0,2.000000
45,192,0,4.900000
45,69,0,2.400000
45,92,0,1.100000
45,143,0,3.600000
45,7,1,0.900000
45,154,0,0.100000
45,198,0,4.000000
45,162,0,2.900000
45,110,0,0.800000
45,177,0,0.000000
46,118,0,1.600000
46,131,0,3.800000
46,189,0,0.600000
46,128,0,0.300000
46,38,0,2.300000
46,147,1,2.300000
46,168,0,4.100000
46,37,0,4.200000
46,131,0,1.600000
46,184,0,1.700000
47,189,0,2.200000
47,133,0,4.600000
47,31,0,3.700000
47,37,0,2.100000
47,132,0,3.900000
47,159,0,2.800000
47,26,1,4.800000
47,24,0,0.300000
47,178,0,2.600000
47,120,0,4.100000
48,147,0,2.100000
48,96,0,3.700000
48,89,0,0.200000
48,186,0,0.300000
48,69,0,2.300000
48,25,0,0.200000
48,151,0,1.100000
48,113,1,1.900000
48,34,0,3.100000
48,165,0,1.500000
49,63,0,3.700000
49,188,0,3.100000
49,110,0,4.800000
49,67,0,0.700000
49,171,0,2.600000
49,13,0,2.800000
49,149,0,1.800000
49,154,0,0.000000
49,153,1,1.000000
49,75,0,1.600000
50,192,0,2.900000
50,116,0,0.100000
50,104,0,4.400000
50,66,0,2.300000
50,113,0,4.400000
50,17,0,3.400000
50,41,0,4.100000
50,20,0,1.800000
50,27,0,2.200000
50,55,1,4.200000
51,183,1,3.400000
51,62,0,4.000000
51,96,0,2.900000
51,68,0,4.300000
51,96,0,3.100000
51,58,0,4.600000
51,157,0,1.600000
51,143,0,1.000000
51,7,0,1.900000
51,196,0,3.800000
52,166,0,0.800000
52,95,1,4.700000
52,92,0,4.800000
52,17,0,1.400000
52,71,0,3.600000
52,30,0,4.900000
52,149,0,2.700000
52,122,0,1.800000
52,23,0,2.100000
52,103,0,3.300000
53,92,0,1.000000
53,199,0,4.000000
53,22,1,1.400000
53,153,0,2.700000
53,130,0,4.400000
53,109,0,1.600000
53,194,0,1.100000
53,200,0,4.900000
53,152,0,4.700000
53,180,0,0.300000
54,39,0,1.700000
54,180,0,3.200000
54,145,0,4.200000
54,186,1,1.100000
54,52,0,4.500000
54,81,0,2.100000
54,134,0,3.500000
54,67,0,1.000000
54,1,0,5.000000
54,59,0,0.200000
55,187,0,4.800000
55,136,0,1.600000
55,137,0,3.700000
55,4,0,2.300000
55,194,1,2.600000
55,74,0,3.900000
55,154,0,2.800000
55,155,0,2.200000
55,68,0,2.200000
55,120,0,0.000000
56,185,0,2.100000
56,87,0,2.900000
56,26,0,3.100000
56,21,0,0.400000
56,178,0,0.800000
56,172,1,4.000000
56,112,0,2.900000
56,114,0,5.000000
56,128,0,3.400000
56,129,0,1.600000
57,109,0,2.100000
57,193,0,3.500000
57,141,0,2.500000
57,155,0,3.500000
57,88,0,2.000000
57,138,0,3.600000
57,102,1,0.800000
57,112,0,0.300000
57,53,0,2.300000
57,23,0,1.200000
58,109,0,0.300000
58,35,0,0.100000
58,2,0,4.300000
58,27,0,3.600000
58,61,0,4.900000
58,145,0,2.700000
58,129,0,1.100000
58,44,1,4.900000
58,45,0,1.400000
58,140,0,0.600000
59,134,0,0.500000
59,21,0,3.300000
59,173,0,1.100000
59,149,0,0.300000
59,84,0,1.000000
59,42,0,4.900000
59,100,0,0.900000
59,112,0,1.800000
59,75,1,2.100000
59,185,0,0.600000
60,133,0,0.900000
60,175,0,1.000000
60,101,0,0.800000
60,129,0,0.500000
60,3,0,3.400000
60,93,0,4.700000
60,46,0,3.800000
60,51,0,3.700000
60,85,0,2.500000
60,15,1,3.100000
61,73,1,4.200000
61,100,0,1.300000
61,38,0,0.900000
61,36,0,3.700000
61,103,0,4.800000
61,120,0,0.700000
61,59,0,0.100000
61,142,0,1.500000
61,137,0,2.400000
61,108,0,4.300000
62,2,0,3.000000
62,70,1,3.000000
62,136,0,1.800000
62,37,0,1.700000
62,151,0,4.800000
62,78,0,4.500000
62,125,0,1.700000
62,89,0,1.700000
62,57,0,1.400000
62,157,0,1.600000
63,12,0,1.800000
63,71,0,3.400000
63,45,1,3.600000
63,122,0,4.300000
63,126,0,3.600000
63,82,0,1.500000
63,173,0,1.800000
63,93,0,1.400000
63,178,0,1.800000
63,85,0,2.200000
64,48,0,1.000000
64,161,0,0.000000
64,162,0,0.900000
64,129,1,1.800000
64,56,0,1.400000
64,3,0,0.700000
64,85,0,3.800000
64,174,0,3.800000
64,69,0,0.400000
64,174,0,1.800000
65,22,0,1.700000
65,97,0,2.400000
65,17,0,2.400000
65,90,0,3.700000
65,35,1,1.900000
65,34,0,3.500000
65,43,0,1.100000
65,164,0,3.800000
65,159,0,1.400000
65,79,0,3.700000
66,7,0,4.800000
66,152,0,1.500000
66,7,0,2.700000
66,70,0,3.800000
66,169,0,2.600000
66,106,1,2.800000
66,9,0,2.100000
66,134,0,2.600000
66,63,0,4.800000
66,47,0,0.000000
67,170,0,4.500000
67,12,0,0.700000
67,41,0,3.900000
67,191,0,1.500000
67,7,0,0.400000
67,11,0,0.200000
67,18,1,4.700000
67,18,0,3.800000
67,117,0,1.600000
67,192,0,1.900000
68,36,0,3.600000
68,160,0,0.800000
68,66,0,2.700000
68,85,0,0.500000
68,34,0,2.900000
68,58,0,3.500000
68,37,0,1.900000
68,49,1,0.900000
68,50,0,3.600000
68,150,0,1.300000
69,128,0,4.100000
69,23,0,1.500000
69,44,0,2.900000
69,128,0,0.400000
69,8,0,4.100000
69,109,0,0.600000
69,123,0,4.600000
69,84,0,0.600000
69,54,1,4.800000
69,128,0,3.100000
70,176,0,4.800000
70,69,0,2.200000
70,23,0,4.800000
70,115,0,1.900000
70,174,0,1.600000
70,139,0,0.200000
70,103,0,0.800000
70,177,0,4.300000
70,4,0,3.400000
70,57,1,4.700000
71,159,1,0.600000
71,116,0,3.500000
71,60,0,3.600000
71,58,0,4.900000
71,63,0,1.300000
71,67,0,2.800000
71,146,0,0.100000
71,161,0,3.700000
71,134,0,3.800000
71,31,0,0.200000
72,87,0,3.200000
72,56,1,4.800000
72,110,0,3.100000
72,12,0,4.200000
72,130,0,3.400000
72,11,0,1.500000
72,177,0,3.800000
72,151,0,2.400000
72,63,0,2.000000
72,69,0,1.000000
73,72,0,1.200000
73,61,0,2.100000
73,5,1,2.600000
73,55,0,2.600000
73,178,0,2.300000
73,159,0,0.300000
73,103,0,1.700000
73,21,0,3.700000
73,46,0,2.800000
73,166,0,4.600000
74,90,0,1.100000
74,21,0,1.000000
74,154,0,3.600000
74,81,1,1.400000
74,12,0,1.800000
74,99,0,3.000000
74,8,0,1.900000
74,6,0,0.400000
74,158,0,1.500000
74,83,0,0.100000
75,171,0,1.900000
75,91,0,1.300000
75,70,0,3.900000
75,143,0,3.100000
75,200,1,0.700000
75,4,0,2.900000
75,82,0,4.100000
75,188,0,4.200000
75,134,0,4.000000
75,154,0,2.700000
76,78,0,1.300000
76,148,0,0.200000
76,126,0,2.200000
76,128,0,4.200000
76,126,0,4.900000
76,161,1,4.300000
76,144,0,1.500000
76,175,0,3.800000
76,155,0,1.900000
76,18,0,0.800000
77,145,0,3.900000
77,89,0,2.300000
77,196,0,4.300000
77,90,0,0.100000
77,102,0,0.800000
77,144,0,1.900000
77,87,1,3.400000
77,186,0,4.200000
77,127,0,1.600000
77,89,0,2.700000
78,21,0,2.100000
78,179,0,4.000000
78,88,0,1.500000
78,147,0,2.000000
78,8,0,0.100000
78,157,0,4.700000
78,185,0,1.700000
78,122,1,2.200000
78,43,0,0.400000
78,166,0,3.900000
79,80,0,5.000000
79,108,0,2.300000
79,23,0,1.000000
79,127,0,2.800000
79,186,0,4.200000
79,130,0,2.700000
79,91,0,3.200000
79,168,0,3.600000
79,33,1,3.100000
79,2,0,4.400000
80,188,0,1.700000
80,159,0,1.100000
80,104,0,2.900000
80,156,0,3.100000
80,73,0,4.000000
80,74,0,1.200000
80,198,0,3.200000
80,30,0,0.700000
80,76,0,1.400000
80,91,1,2.700000
81,101,1,1.800000
81,158,0,1.100000
81,84,0,5.000000
81,4,0,0.400000
81,71,0,0.100000
81,52,0,4.600000
81,72,0,4.400000
81,1,0,3.300000
81,129,0,4.200000
81,91,0,0.400000
82,177,0,2.200000
82,149,1,4.300000
82,54,0,0.700000
82,89,0,3.700000
82,57,0,0.900000
82,95,0,3.500000
82,157,0,1.300000
82,197,0,1.600000
82,136,0,0.700000
82,15,0,2.600000
83,70,0,3.000000
83,150,0,1.200000
83,192,1,1.100000
83,73,0,3.100000
83,192,0,0.400000
83,21,0,3.200000
83,156,0,0.400000
83,24,0,4.400000
83,17,0,3.200000
83,100,0,3.100000
84,68,0,3.000000
84,13,0,3.700000
84,160,0,2.100000
84,108,1,3.800000
84,84,0,0.200000
84,154,0,0.900000
84,55,0,2.700000
84,193,0,4.800000
84,81,0,2.900000
84,153,0,4.700000
85,131,0,0.500000
85,114,0,2.200000
85,153,0,0.500000
85,48,0,3.200000
85,36,1,3.300000
85,62,0,2.400000
85,93,0,5.000000
85,175,0,4.200000
85,51,0,3.900000
85,142,0,3.000000
86,111,0,4.200000
86,137,0,0.200000
86,33,0,1.000000
86,63,0,1.700000
86,77,0,4.100000
86,184,1,1.900000
86,113,0,2.900000
86,89,0,0.800000
86,52,0,4.100000
86,42,0,1.600000
87,182,0,1.700000
87,48,0,2.600000
87,188,0,4.300000
87,81,0,3.300000
87,11,0,3.000000
87,154,0,1.000000
87,147,1,2.400000
87,128,0,5.000000
87,29,0,3.800000
87,110,0,1.700000
88,136,0,3.200000
88,177,0,3.600000
88,120,0,1.500000
88,153,0,2.700000
88,22,0,4.200000
88,14,0,2.000000
88,133,0,1.300000
88,70,1,1.100000
88,96,0,0.200000
88,16,0,0.300000
89,189,0,4.600000
89,177,0,4.100000
89,184,0,0.400000
89,120,0,4.800000
89,162,0,4.300000
89,78,0,4.800000
89,50,0,0.300000
89,143,0,1.100000
89,133,1,3.300000
89,170,0,4.500000
90,44,0,1.400000
90,121,0,3.600000
90,175,0,3.700000
90,124,0,2.500000
90,21,0,1.200000
90,92,0,4.800000
90,158,0,4.200000
90,27,0,4.100000
90,115,0,0.800000
90,155,1,0.900000
91,115,1,1.600000
91,9,0,4.800000
91,167,0,1.600000
91,14,0,3.500000
91,56,0,1.400000
91,126,0,2.200000
91,153,0,1.700000
91,66,0,0.100000
91,64,0,0.900000
91,39,0,2.000000
92,8,0,0.100000
92,139,1,0.300000
92,114,0,4.100000
92,136,0,2.700000
92,53,0,0.000000
92,145,0,2.900000
92,37,0,1.300000
92,12,0,1.800000
92,56,0,2.500000
92,156,0,0.600000
93,19,0,3.000000
93,84,0,0.700000
93,164,1,3.100000
93,97,0,3.000000
93,64,0,3.500000
93,65,0,3.800000
93,145,0,3.500000
93,97,0,0.400000
93,17,0,3.400000
93,138,0,4.000000
94,50,0,0.200000
94,55,0,4.200000
94,103,0,2.700000
94,61,1,0.800000
94,107,0,4.200000
94,87,0,3.900000
94,107,0,4.000000
94,32,0,0.100000
94,76,0,0.900000
94,183,0,0.700000
95,169,0,1.200000
95,131,0,1.400000
95,180,0,3.200000
95,152,0,4.800000
95,171,1,1.100000
95,138,0,3.700000
95,177,0,4.300000
95,36,0,0.500000
95,99,0,4.600000
95,2,0,3.800000
96,78,0,2.200000
96,17,0,2.200000
96,176,0,3.300000
96,186,0,3.600000
96,188,0,3.300000
96,59,1,2.300000
96,33,0,0.100000
96,175,0,2.100000
96,84,0,4.300000
96,151,0,4.800000
97,9,0,4.500000
97,59,0,1.800000
97,23,0,0.000000
97,156,0,1.200000
97,46,0,3.700000
97,199,0,2.300000
97,50,1,4.700000
97,194,0,0.400000
97,131,0,1.500000
97,54,0,4.700000
98,111,0,0.800000
98,86,0,1.400000
98,177,0,3.700000
98,134,0,0.500000
98,35,0,3.300000
98,59,0,1.600000
98,116,0,2.800000
98,142,1,4.600000
98,34,0,3.200000
98,189,0,4.300000
99,159,0,0.400000
99,17,0,3.000000
99,132,0,0.000000
99,34,0,4.300000
99,164,0,1.000000
99,89,0,2.800000
99,169,0,3.600000
99,7,0,0.100000
99,108,1,3.700000
99,36,0,3.300000
100,9,0,4.000000
100,194,0,0.700000
100,99,0,0.600000
100,161,0,1.900000
100,128,0,0.700000
100,180,0,1.700000
100,94,0,2.200000
100,92,0,2.800000
100,194,0,0.500000
100,180,1,0.800000
101,59,1,2.600000
101,122,0,1.700000
101,191,0,1.500000
101,135,0,0.500000
101,104,0,3.600000
101,107,0,1.500000
101,131,0,1.500000
101,167,0,3.500000
101,45,0,0.900000
101,125,0,2.600000
102,132,0,4.000000
102,6,1,2.400000
102,185,0,4.700000
102,7,0,2.100000
102,188,0,2.500000
102,36,0,0.500000
102,144,0,1.800000
102,67,0,4.600000
102,100,0,1.000000
102,20,0,0.400000
103,84,0,4.500000
103,113,0,4.900000
103,157,1,0.700000
103,158,0,0.500000
103,134,0,2.200000
103,195,0,4.300000
103,150,0,4.300000
103,65,0,3.400000
103,197,0,3.400000
103,31,0,0.100000
104,54,0,2.400000
104,66,0,4.800000
104,112,0,3.700000
104,12,1,0.100000
104,38,0,4.100000
104,36,0,2.100000
104,147,0,4.500000
104,106,0,2.000000
104,200,0,2.500000
104,122,0,3.900000
105,72,0,4.500000
105,81,0,0.600000
105,60,0,1.500000
105,72,0,3.000000
105,164,1,2.700000
105,143,0,1.900000
105,164,0,2.800000
105,132,0,3.700000
105,44,0,4.600000
105,20,0,0.400000
106,133,0,1.300000
106,105,0,1.400000
106,34,0,0.000000
106,59,0,2.200000
106,2,0,0.300000
106,46,1,2.200000
106,169,0,4.700000
106,155,0,3.400000
106,85,0,2.900000
106,19,0,2.700000
107,4,0,1.200000
107,95,0,1.500000
107,33,0,1.100000
107,18,0,0.700000
107,51,0,2.800000
107,93,0,4.700000
107,47,1,2.100000
107,96,0,4.700000
107,24,0,4.000000
107,125,0,1.500000
108,71,0,3.300000
108,158,0,2.800000
108,147,0,1.900000
108,62,0,2.900000
108,96,0,4.200000
108,55,0,3.500000
108,46,0,3.800000
108,122,1,2.600000
108,54,0,3.800000
108,167,0,3.500000
109,87,0,4.200000
109,93,0,5.000000
109,12,0,1.900000
109,1,0,3.300000
109,100,0,2.200000
109,11,0,2.300000
109,89,0,3.700000
109,46,0,4.800000
109,99,1,4.700000
109,63,0,3.100000
110,44,0,0.100000
110,65,0,4.300000
110,174,0,1.700000
110,183,0,2.300000
110,137,0,4.700000
110,101,0,2.000000
110,58,0,0.200000
110,93,0,4.400000
110,189,0,1.400000
110,136,1,2.800000
111,63,1,0.500000
111,148,0,0.300000
111,116,0,0.600000
111,86,0,1.200000
111,11,0,2.000000
111,66,0,2.500000
111,185,0,3.300000
111,191,0,1.100000
111,189,0,2.300000
111,79,0,2.100000
112,181,0,1.200000
112,46,1,1.500000
112,176,0,3.100000
112,165,0,2.000000
112,85,0,1.300000
112,74,0,3.400000
112,38,0,3.200000
112,80,0,2.300000
112,114,0,0.300000
112,38,0,2.000000
113,51,0,3.700000
113,123,0,5.000000
113,142,1,5.000000
113,179,0,3.100000
113,20,0,3.400000
113,61,0,1.300000
113,159,0,0.600000
113,182,0,4.300000
113,110,0,0.300000
113,34,0,4.900000
114,47,0,0.700000
114,7,0,2.900000
114,185,0,1.600000
114,59,1,2.100000
114,194,0,2.900000
114,163,0,2.600000
114,183,0,0.300000
114,82,0,0.300000
114,162,0,1.800000
114,119,0,4.000000
115,10,0,3.000000
115,112,0,3.900000
115,102,0,0.700000
115,187,0,4.500000
115,161,1,4.200000
115,98,0,2.800000
115,21,0,0.900000
115,53,0,4.000000
115,174,0,4.500000
115,28,0,1.200000
116,138,0,4.000000
116,186,0,1.100000
116,163,0,3.600000
116,127,0,3.100000
116,151,0,0.300000
116,31,1,2.700000
116,183,0,1.400000
116,158,0,0.100000
116,27,0,4.000000
116,95,0,0.800000
117,23,0,4.500000
117,98,0,1.800000
117,39,0,2.200000
117,158,0,2.800000
117,137,0,1.800000
117,88,0,4.500000
117,83,1,1.000000
117,116,0,3.900000
117,9,0,3.000000
117,59,0,1.900000
118,7,0,4.500000
118,101,0,4.700000
118,152,0,4.300000
118,102,0,4.100000
118,73,0,3.500000
118,27,0,1.000000
118,15,0,2.300000
118,70,1,1.700000
118,111,0,2.900000
118,70,0,2.200000
119,176,0,3.400000
119,161,0,4.000000
119,146,0,1.100000
119,108,0,4.300000
119,137,0,4.300000
119,112,0,3.000000
119,86,0,4.500000
119,197,0,0.800000
119,41,1,2.500000
119,141,0,1.600000
120,42,0,0.200000
120,94,0,4.300000
120,176,0,4.600000
120,66,0,3.000000
120,19,0,0.500000
120,26,0,3.100000
120,95,0,1.400000
120,121,0,0.200000
120,142,0,2.600000
120,100,1,3.500000
121,31,1,0.500000
121,161,0,2.400000
121,57,0,2.500000
121,71,0,2.600000
121,22,0,2.700000
121,52,0,3.700000
121,75,0,4.700000
121,128,0,3.200000
121,77,0,3.000000
121,159,0,0.900000
122,61,0,3.900000
122,125,1,4.100000
122,51,0,2.900000
122,95,0,5.000000
122,172,0,2.600000
122,191,0,4.000000
122,169,0,3.800000
122,190,0,4.600000
122,71,0,4.000000
122,3,0,4.600000
123,31,0,4.700000
123,74,0,1.400000
123,69,1,0.400000
123,116,0,4.000000
123,200,0,1.300000
123,3,0,4.000000
123,14,0,3.800000
123,22,0,2.600000
123,103,0,4.400000
123,77,0,2.800000
124,70,0,2.800000
124,70,0,4.300000
124,3,0,1.200000
124,126,1,4.600000
124,182,0,1.700000
124,25,0,2.700000
124,106,0,3.900000
124,186,0,1.200000
124,178,0,1.900000
124,138,0,2.700000
125,57,0,3.100000
125,175,0,1.800000
125,3,0,2.800000
125,77,0,2.800000
125,1,1,4.900000
125,190,0,1.200000
125,127,0,4.200000
125,26,0,0.600000
125,167,0,3.700000
125,147,0,1.700000
126,24,0,0.900000
126,199,0,0.400000
126,163,0,1.300000
126,77,0,4.000000
126,6,0,3.900000
126,69,1,2.800000
126,16,0,1.200000
126,33,0,4.600000
126,63,0,4.900000
126,46,0,5.000000
127,162,0,3.200000
127,65,0,4.600000
127,137,0,5.000000
127,139,0,0.800000
127,138,0,4.700000
127,200,0,0.200000
127,123,1,4.300000
127,171,0,2.800000
127,4,0,2.200000
127,26,0,0.100000
